Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-02081,General Records,Public,"A copy of all file notes made by the plan examiner and complete revised building permit no. 10 238464 BLD 01 BA pertaining to {a specified address}. The permit was issued on October 18, 2011.","October 25, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-02082,General Records,Public,"A copy of all building documents related to {a specified address}, including permit applications, drawings, comments from inspectors/examiners as well as fire inspection reports from April 1, 2011 to October 25, 2012.","October 25, 2012","November 23, 2012",All Disclosed,132
AG-2012-02083,General Records,Public,A copy of all legal claims or complaints made against contractors doing work at {a specified address}.,"October 25, 2012","November 16, 2012",No Records Exist,0
AG-2012-02084,General Records,Public,A copy of any citations and notices given to the dog living at {a specified address}.,"October 25, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02085,General Records,Public,A copy of the fire report for {a specified address}.,"October 25, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-02086,General Records,Public,"A copy of any and all property/building records, applications/permits, correspondence, field review and inspection reports, etc. associated with {a specified address}.","October 26, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,88
AG-2012-02087,General Records,Business,"A copy of any call document as described in the City's Procurement Process Policy for Firefighter's Leather Firefighting Boots, NFPA 1971 and CSA Certified (for last 18 months) and any reports from Fire or Purchasing requesting funding/approval for this.","October 26, 2012","November 23, 2012",All Disclosed,47
AG-2012-02088,General Records,Public,"A copy of any street occupation permit applications submitted by P. Lombardi Developments Inc. for around May 1, 2012 to June 30, 2012. The permit applications were requested for a jobsite at {a specified address}.","October 26, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02089,General Records,Public,A copy of the building permit no. 12-198614 PSA for {a specified address}.,"October 26, 2012","November 23, 2012",All Disclosed,5
AG-2012-02097,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on May 10, 2012.","October 25, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-02098,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on June 20, 2012.","October 26, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02099,General Records,Business,"A copy of the fire report for {a specified address}, Toronto. The incident occurred on October 12, 2012.","October 26, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02100,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on January 25, 2012. Fire Report No. F12009453.","October 26, 2012","November 13, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02101,General Records,Public,"A copy of the Public Health file no. 117152 regarding {a specified address}, including a copy of the complaint record for {a specified address}, the Public Health report, and any additional information from the file.","October 24, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02103,General Records,Media,"A breakdown of Automotive Physical Damage costs for 2011 and for 2012 up to the present day, itemized by incident, name and department. Also a copy of the employee's incident report for the 25 most costly incidents.","October 26, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,134
AG-2012-02104,General Records,Media,"An electronic list of all 2012 lost/stolen items reports from Parks, Forestry and Recreation, Shelter, Support and Housing Administration, and City museums.","October 26, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02105,General Records,Media,"A copy of the email and PDF list document entitled List from the Mayor's Office (delivered on July 21, 2011 to the Senior Manager responsible for civic appointments). As well as a copy of the City Manager's October 5 letter to the Ombudsman's Office.","October 26, 2012","November 6, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-02106,General Records,Media,"A copy of records describing the findings of all 53 fraud or waste complaints, from 2011, referred to by the Auditor General, including records describing the discipline imposed in the 27 cases and the ""other appropriate action"" taken in the 26 cases.","October 26, 2012","November 21, 2012",Nothing Disclosed (exemption),0
AG-2012-02107,General Records,Public,"A copy of the building permit no. 269435 issued on April 12, 1989 to the basement and to build a stairway at the rear of {a specified address}. Also the records showing the property is an approved two dwelling building.","November 2, 2012","November 7, 2012",All Disclosed,18
AG-2012-02108,General Records,Media,A copy of records listing the gifts Mayor Rob Ford has received from visiting politicians and dignitaries.,"October 26, 2012","November 21, 2012",No Records Exist,0
AG-2012-02109,General Records,Media,"A copy of all records related to the City's response to Access Request #2012-01814, in which records were provided from the Mayor's Office, Deputy City Manager's Office, and Transportation Services.","October 26, 2012","November 26, 2012",All Disclosed,162
AG-2012-02110,General Records,Media,"A copy of the Mayor's itineraries from July 1, 2012 to October 26, 2012.","October 26, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-02111,General Records,Media,"A copy of any documents that disaggregate the overall number of sick days taken by Toronto Public Service employees in 2010 and 2011 - by City Department, by job, by age of worker, by level of seniority, by union Local 416/79 or by any other searchable.","October 26, 2012","November 22, 2012",All Disclosed,2
AG-2012-02112,General Records,Public,"A copy of all records relating to the fence/retaining wall at {a specified address}, including surveys, engineer's reports, orders, pictures etc. for the past 3 to 4 years. Also details of the order issued to {a specified address}.","October 29, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,136
AG-2012-02114,General Records,Business,"A copy of any records related to the water service line at {a specified address}, including the description of the pipe and all maintenance, inspection, activity, or service records.","October 29, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,98
AG-2012-02118,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on December 15, 2011. Fire Report No. F11158996.","October 29, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02119,General Records,Public,"A copy of the permit letter for selling propane at {a specified address}, North York.","October 25, 2012","November 22, 2012",All Disclosed,2
AG-2012-02120,General Records,Public,A copy of all MLS files regarding he contractor named {an individual}.   The ML&S Officer was {an individual}.,"October 30, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,67
AG-2012-02126,General Records,Public,"A copy of the fire report for Millwood Road and Cleveland Street. The motor vehicle accident occurred on November 8, 2011.","October 30, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02127,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on August 25, 2012.","October 30, 2012","November 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02128,General Records,Public,"A list of all condominiums in Scarborough including the legal name, address, age of structure, and number of units.","October 30, 2012","November 29, 2012",All Disclosed,30
AG-2012-02129,General Records,Public,"A copy of all building inspector notes, including but not limited to those of {an individual} related to building permits issued or applied for at {a specified address} since January 1, 2011.","October 30, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,25
AG-2012-02130,General Records,Public,"A copy of records related to the sale of {a specified address}, including any tax records, purchase of sale records, and records including dates when the property was sold.","October 29, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,122
AG-2012-02133,General Records,Public,"A copy of any records related to service calls made to the City of Toronto regarding {a specified address}, specifically regarding water, drainage, plumbing, and sewer issues.","October 29, 2012","November 26, 2012",Disclosed in Part: Partially Exempt,59
AG-2012-02134,General Records,Public,A copy of the building inspection notes for {a specified address}.,"October 31, 2012","November 29, 2012",All Disclosed,14
AG-2012-02135,General Records,Public,A copy of the building inspection notes for {a specified address}.,"October 31, 2012","November 29, 2012",All Disclosed,11
AG-2012-02136,General Records,Public,A copy of the building permits and inspection reports for {a specified address}. File No. 340670.,"October 31, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02137,General Records,Public,"A copy of the building records for {a specified address}, including records stating the use of the property.","November 5, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-02138,General Records,Business,"A copy of the building records for {a specified address} from 2008 to present, including all application documents, specifications, permits issued, and stop work orders issued.","November 1, 2012","November 28, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-02139,General Records,Business,"A copy of building records for {a specified address} from 2010 to present, including the building permits on file regarding file no. 10302682, engineering specifications, certificates, approvals, and reports regarding inspections.","November 1, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,86
AG-2012-02140,General Records,Public,"A copy of all files regarding {a specified address}, including all reports, videos, resolutions and correspondence related to complaints about the structure of the unit (including windows and mould).","November 1, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-02141,General Records,Public,A copy of the building permit application and any associated orders or notices issued to {a specified address}. The building application number is 12-270904 BLD.,"November 1, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02142,General Records,Public,"A copy of any building documents for {a specified address} since 1990, including permits, citations, inspections, and approvals.","November 1, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-02143,General Records,Business,"A copy of all business licenses held by {an individual} between October 26, 2002 and October 26, 2012.","November 1, 2012","November 26, 2012",No Records Exist,0
AG-2012-02144,General Records,Business,"A copy of the service records for in and around {a specified address} relating to sewer back up issues, including reports, photographs, documents, and videotapes. Records for the past 5 years.","November 1, 2012","November 30, 2012",No Records Exist,0
AG-2012-02147,General Records,Public,"A copy of the records related to the conviction and fine associated with the dog attack from May 3, 2010. The incident occurred at {a specified address}, Etobicoke.","October 30, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-02148,General Records,Public,A copy of all building application files and Committee of Adjustment files for {a specified address}.,"October 30, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,111
AG-2012-02149,General Records,Public,A copy of the building application file and Commttee of Adjustment file for {a specified address}.,"October 30, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,131
AG-2012-02150,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred on Progress Avenue. The incident occurred on May 22, 2009.","November 13, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02152,General Records,Public,"A copy of the MLS and fire prevention inspection records and orders or notices issued to the landlord, {an individual}, for the basement apartment at {a specified address}. There was a notice issued on August 30 regarding the kitchen of the rental unit.","November 1, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-02154,General Records,Public,A copy of all available information regarding building permits at {a specified address} and the application made regarding the addition no. 00-153230CMB.,"November 2, 2012","December 3, 2012",All Disclosed,44
AG-2012-02155,General Records,Public,"A copy of training material used by PFR staff to train aquatics wading pool guards, including but not limited to manuals, background material, audio-visual aids, presentations, films, etc.","November 2, 2012","December 3, 2012",All Disclosed,30
AG-2012-02158,General Records,Public,"A copy of the written report regarding the water sewer clean up on Walder Avenue. The incident occurred on October 26, 2012.","November 2, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02159,General Records,Public,"A copy of all water discharge permits prior to September 27, 2012 at {a specified address}.","November 2, 2012","November 21, 2012",All Disclosed,2
AG-2012-02160,General Records,Public,"A copy of records related to the residential off street parking permit for {a specified address}, including but not limited to a copy of the original application and the agreement the owner entered into with the City.","November 5, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02161,General Records,Business,"A copy of all MLS records pertaining to {a specified address}, including records specific to unit 12. Also any records related specifically to {an individual}.","November 5, 2012","December 5, 2012",All Disclosed,5
AG-2012-02162,General Records,Business,A copy of any building inspection reports for {a specified address} after January 2010 to present.,"November 5, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02163,General Records,Business,A copy of any records related to outstanding weed cutting or hedge cutting charges for {a specified address}.,"November 5, 2012","December 4, 2012",No Records Exist,0
AG-2012-02164,General Records,Media,"A copy of all Death of a Shelter Residence Reports completed in 2009, 2010 and between January 1, 2011 and July 31, 2011.","November 5, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-02165,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on September 21, 2012 between 1:30 and 2:00 a.m. Fire Report No. F12095672.","November 5, 2012","November 22, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02166,General Records,Business,"A copy of the fire report for {a specified address}, Etobicoke. The incident occurred on June 29, 2012. Fire Report No. F12069919.","November 5, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-02167,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on September 26, 2012 at approximately 10:30 p.m.","November 5, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02168,General Records,Business,"A copy of the fire report for {a specified address} near Osler Street. The incident occurred on January 9, 2012.","November 5, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,204
AG-2012-02172,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on October 18, 2012.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02173,General Records,Public,"A copy of all red light camera records from Parliament and Richmond Street on December 13, 2011 between 2:00 p.m. and 3:00 p.m.","November 2, 2012","November 29, 2012",No Records Exist,0
AG-2012-02174,General Records,Public,A copy of the MLS inspection report including all files and correspondence for {a specified address}.,"November 1, 2012","November 27, 2012",All Disclosed,21
AG-2012-02175,General Records,Public,"A copy of all documents related to the dog bite incident that occurred on August 26, 2012. The dog, lived at {a specified address}.","November 6, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,63
AG-2012-02176,General Records,Public,"A copy of the dog bite records regarding the incident involving {an individual}. The incident occurred on August 20, 2011.","November 6, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02177,General Records,Public,A copy of all 2012 records with respect to the fire code deficiencies at {a specified address} including the inspection results and all correspondence to the property owners regarding the fire code deficiencies.,"November 6, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02178,General Records,Business,"A copy of all records related to Toronto Water turning off the sprinkler system at {a specified address} on February 18, 2003, including all related record from February 18, 2003 to present.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,52
AG-2012-02180,General Records,Public,"A copy of all building inspection records, reports, results, deficiency notices, etc. for {a specified address}. Including who the deficiency notices were sent to, where they were sent, and the dates they were issued.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,93
AG-2012-02181,General Records,Public,A copy of all Public Health reports or complaints regarding a business at {a specified address} since 1999. Specifically any complaints involving infectious diseases.,"November 6, 2012","December 3, 2012",All Disclosed,1
AG-2012-02182,General Records,Public,"A copy of the building file for {a specified address}. File from 1989, file number 293452.","November 6, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02183,General Records,Public,"A copy of the MLS orders issued to {a specified address}, including the investigation file no. 12 236927 PRS 00IV and the orders from August, September, and October 2012.","November 6, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,31
AG-2012-02184,General Records,Public,"A copy of all by-law infractions and code violations against the building at {a specified address}, including any documents related to the business registered on the lower level unit 1.","November 6, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,106
AG-2012-02185,General Records,Public,A copy of all building inspection and plumbing notes for {a specified address}. File No. 11164938 PLD BLD.,"November 6, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02186,General Records,Public,"A copy of the names of the members on the evaluation committee for RFP No. 9119-12-7173 (Centerville Amusement Park), also any records related to the debriefing of this RFP.","November 6, 2012","December 6, 2012",All Disclosed,0
AG-2012-02187,General Records,Public,"A copy of the building records for {a specified address}, including all permits and inspection reports. Specifically records related permit no. 08 205678 BLD 00NH/ 01NH/ 02NH. Records from 2008 to 2012.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,101
AG-2012-02188,General Records,Public,"A copy of the building records for {a specified address}, including all permits and inspection reports. Specifically records related permit no. 08 205682 BLD 00NH/ 01NH/ 02NH. Records from 2008 to 2012.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,81
AG-2012-02189,General Records,Public,"A copy of records related to the final decision concerning the Douglas tree on {a specified address} which was claimed to be hazardous to {a specified address}. The report may contain reasoning, diagrams, photos, descriptions, tests, etc.","November 5, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-02190,General Records,Business,"A copy of records confirming and related to the City of Toronto hiring Nevcon Construction Ltd. to complete work at {a specified address} on or about March 16, 2011. Including contracts, insurance certificates, and information related to damage.","November 7, 2012","December 12, 2012",All Disclosed,113
AG-2012-02191,General Records,Public,"A copy of all reports, videos, resolutions and inspections related to complaints about the windows, structure, and/or mould at {a specified address}.","November 7, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-02192,General Records,Public,"A copy of the estimated cost of Ledbury Park dog park dispute to the City of Toronto. This would include legal costs, salary costs, public meetings, construction, and any other expense related to resolving the issue.","November 7, 2012","December 6, 2012",All Disclosed,0
AG-2012-02193,General Records,Public,"A copy of statistics on complaints about Toronto Condo buildings/highness, including a 10 year comparison and types (i.e. poor construction etc.). Also the total legal cost of condo related lawsuits to date.","November 7, 2012","December 7, 2012",Disclosed in Part: No Records Exist,1
AG-2012-02194,General Records,Business,A copy of records indicating the total amount paid to external law firms for legal representation of the Toronto Police Services Board in relation to the Good Class Action (regarding the G20 summit).,"November 1, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02195,General Records,Public,"A copy of the records related to the dog attack at {a specified address}. The incident occurred on September 25, 2012. File No.: 229-78.","November 7, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02196,General Records,Public,A list of the top 25 wastewater surcharge payers and how much do they pay per year.,"November 7, 2012","December 7, 2012",All Disclosed,2
AG-2012-02197,General Records,Public,"A list of the top 25 water consumers, how much water they consume per year and whether they pay the tier 1 or tier 2 water rate.","November 7, 2012","December 7, 2012",All Disclosed,1
AG-2012-02198,General Records,Public,"A copy of the MLS violation file with respect to {a specified address}. The notice of violation was issued on November 25, 2004 and related to the height of the fence. Folder No.: 04 195126FEN 00 IV.","November 5, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02201,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred on Davenport Road. The incident occurred on January 30, 2007.","November 7, 2012","December 11, 2012",No Records Exist,0
AG-2012-02202,General Records,Business,"A copy of the fire report for {a specified address}, Willowdale. The incident occurred on April 27, 2012.","November 7, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02203,General Records,Business,"A copy of records that detail the legal costs paid to and hours worked by, lawyers of external law firms for legal representation of the TPSB in relation to the Good Class Action.","November 1, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02204,General Records,Public,A copy of the building records for {a specified address} from 1993 to present.,"November 8, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02205,General Records,Public,A copy of any and all land transfer records which indicate the amounts of land transfer tax paid and or received on the transfer of {a specified address}. Records from January 2008 to present.,"November 8, 2012","December 6, 2012",Nothing Disclosed (exemption),0
AG-2012-02206,General Records,Public,"A copy of the video tape recording of the Design Review Panel's meeting regarding the St. Lawrence Market on November 1, 2012.","November 8, 2012","December 6, 2012",All Disclosed,1
AG-2012-02207,General Records,Public,"A copy of the fire report for {a specified address}, North York. The incident occurred on September 22, 2012 at 3:00 a.m. File No. F12109122.","November 5, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02211,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 1, 2012.","November 8, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02212,General Records,Public,A copy of the inspector's notes regarding {a specified address}.,"November 8, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02213,General Records,Public,"A copy of all MLS records on file related to {a specified address}, including any complaint records.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02214,General Records,Public,A copy of any and all reports or work orders which pertain to health and safety concerns at {a specified address}.,"November 6, 2012","December 4, 2012",Disclosed in Part: Partially Exempt,226
AG-2012-02215,General Records,Public,"A copy of all fire incident reports for {a specified address} from November 2011 to present, including the two known fire reports from February 6, 2012 (F12013912) and September 15, 2012.","November 6, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-02216,General Records,Public,"A copy of the MLS inspection report for {a specified address}, including records detailing why and when there was an inspection that led to a charge being added to the property tax account.","November 6, 2012","December 4, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02219,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on August 5, 2012. Fire Report No.: F12081882.","November 9, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02220,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on November 3, 2012.","November 9, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02221,General Records,Public,"A copy of the occupancy permit for the {a specified address} located at {a specified address} and/or copies of the building inspection reports, including any and all inspection reports relating to the construction of the {a specified address}.","November 12, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,51
AG-2012-02226,General Records,Media,"A copy of any log notes, emails, records, or correspondence that details any threat against Mayor Ford from Dec. 1, 2010 to present, including the ones that did not require City Hall security to respond.","November 12, 2012","December 11, 2012",Nothing Disclosed (exemption),0
AG-2012-02227,General Records,Public,A copy of the complaint filed with Public Health relating to vomit on a TTC subway train at the Yonge subway station in or around September 2012.,"November 12, 2012","December 17, 2012",All Disclosed,6
AG-2012-02229,General Records,Public,"A copy of the inspection notes regarding building and plumbing inspections for {a specified address}, including permit no.'s 12 225575 BLD 00SR and 12 225575 PLB 00PS.","November 8, 2012","December 6, 2012",All Disclosed,4
AG-2012-02230,General Records,Public,"A copy of the Animal Service complaints for the following file no.'s: 12-013-501, A12-014-897, and A012-02201. Also the prosecution for failure to comply.","November 8, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02231,General Records,Public,"A copy of the entire file no.: 12207908, {a specified address} including all dates and details of delayed prosecution for failure to comply with an order due to title search.","November 8, 2012","December 14, 2012",Nothing Disclosed (excluded),0
AG-2012-02234,General Records,Public,"A copy of any building records related to {a specified address}, including a history of the house (built in 1926) and reconstruction aspects of the history. Also any descriptions of the property and of any natural features by the previous home owners.","November 8, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-02235,General Records,Public,A copy of the building permits for {a specified address}. Also the name of the builder for this property.,"November 8, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-02236,General Records,Public,"A copy of the building inspection records for {a specified address} from September 6-7, 2012 (file no.: 03103231 BLD 00 FR), records related to the complaint about water damage and pipes in a party wall, and a report from an interpreter on Oct. 2, 2012.","November 13, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02237,General Records,Public,A copy of all tree declarations for {a specified address} from 2006 to present.,"November 9, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,1
AG-2012-02238,General Records,Business,"A copy of the lease between the City and ""Princes Gates Hotel Limited Partnership"", including the original letter of intent and the terms and conditions with any subsequent amendments to any documents.","November 14, 2012","November 16, 2012",Transferred Out in Full,0
AG-2012-02240,General Records,Public,A copy of the building permits for {a specified address}. Also the name of the builder for this property.,"November 14, 2012","December 12, 2012",All Disclosed,1
AG-2012-02241,General Records,Public,"A copy of the fire report for a motor vehicle accident on the Gardiner Expressway near Islington exit. The incident occurred on June 30, 2008. Fire Report No.: F08073670.","November 14, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02242,General Records,Public,"A copy of the fire report for a motor vehicle accident that occurred on April 22, 2012. Fire Report No.: F12043879.","November 15, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02243,General Records,Public,A copy of the building inspection notes from the final inspection at {a specified address}. Permit No. 08 217221 BLD 00SR.,"November 15, 2012","November 15, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02244,General Records,Public,"A copy of all by law inspection reports related to {a specified address}, including any records related to the property being a single family home or a 5 unit apartment.","November 13, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,33
AG-2012-02245,General Records,Public,Any complaints made against {a specified address}. Records for the past 4 years.,"November 13, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,78
AG-2012-02246,General Records,Public,A copy of the Public Health for {a specified address}.,"November 15, 2012","November 30, 2012",No Records Exist,0
AG-2012-02247,General Records,Public,A copy of the Public Health report for {a specified address}.,"November 15, 2012","December 14, 2012",All Disclosed,40
AG-2012-02248,General Records,Public,"A copy of the RESCU traffic cameras from September 9, 2012 between 18:30 and 19:30 for (1) Gardiner Expressway Camera 13, facing West and (2) Lakeshore Camera 10, facing East & West.","November 15, 2012","December 10, 2012",All Disclosed,6
AG-2012-02249,General Records,Public,"A copy of the building history for {a specified address}, including what the property was legally zoned as, what it was built as, and any permits related to the property.","November 15, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02250,General Records,Public,"A copy of the construction/architectural drawings related to {a specified address}, including current and past building orders, permits issued, and any other documents related to the property.","November 15, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,44
AG-2012-02251,General Records,Public,"A copy of all architechtural information, detailed plans, floor plans, history, current use of building type (i.e. public use) regarding Air Canada Centre & the old city delivery post  building and the Old Gas Consumer Company.","November 15, 2012","December 13, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-02252,General Records,Public,A copy of the Public Health records related to the food cart vending license and cart inspections for {an individual}. Licence No.: V27-3954896.,"November 16, 2012","December 12, 2012",Disclosed in Part: No Records Exist,27
AG-2012-02255,General Records,Public,A copy of any report or recommendation made by the arborist retained by {a specified address} with respect to trees affected by the dwelling proposed to be constructed on that property. Records from 2012.,"November 16, 2012","December 17, 2012",All Disclosed,12
AG-2012-02256,General Records,Public,A copy of all inspection reports and permits related to the construction at {a specified address}. Records from 2005 to present.,"November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-02257,General Records,Public,"A copy of the Metropolitan Toronto Correspondence subject files, CTA Fonds 220, Series 11, Metro Toronto Chair. Including the following box no.'s: 103164, 103180, and 103181.","November 16, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,374
AG-2012-02258,General Records,Public,"A copy of any outstanding fire violations, fire work orders, any clearance certificates regarding fire separations, and a history of fire related work orders, fines and violations regarding fire separations for {a specified address}.","November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02264,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 5, 2012.","November 16, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02265,General Records,Business,"A copy of the fire report for the incident that occurred on November 4, 2012. Fire Report No.: F12108851 at {a specified address}.","November 16, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02266,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. Fire Report No.: F12109247.","November 16, 2012","December 24, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02267,General Records,Business,"A copy of the fire report for {a specified addresst}. The incident occurred on November 12, 2012.","November 19, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02268,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on November 10, 2012.","November 19, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-02269,General Records,Public,A copy of all records of contract or agreement with the City and the entity identified as 3239501 Canada Ltd. under the Rubrique Waste Management or Bio Waste disposal.,"November 16, 2012","December 12, 2012",No Records Exist,0
AG-2012-02272,General Records,Public,A copy of the building records for {a specified address}.,"November 16, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,119
AG-2012-02273,General Records,Public,A copy of all work orders or MLS violations against {a specified address}.,"November 16, 2012","December 14, 2012",No Records Exist,0
AG-2012-02274,General Records,Public,"A copy of notes made by City Inspector Tejan Alleyne for {a specified address} Toronto.  The notes were made on Oct. 30, 2012 relating to the heat in the building.","November 16, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02275,General Records,Public,"Details of visit by Mayor Ford to {a specified address} on the week of Oct. 15, 2012; a list of all the attendees for the same visit.  Also any record of fire code violations filed against {a specified address} from Aug. 31, 2012 to present.","November 19, 2012","November 27, 2012",Nothing Disclosed (exemption),29
