Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-01425,General Records,Business,"A copy of the City Planning records for {an address}, Toronto from January 1, 1995 to June 30, 2012.","July 27, 2012","August 27, 2012",All Disclosed,55
AG-2012-01426,General Records,Business,"A copy of the City Planning records for {an address}, Toronto from January 1, 1995 to June 30, 2012.","July 27, 2012","August 23, 2012",No Records Exist,0
AG-2012-01427,General Records,Public,A copy of all emergency flooding calls that have occurred at {an address} from 1989 to present.,"July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,64
AG-2012-01428,General Records,Public,A copy of the documents used to obtain the party wall permit for {2 addresses}.,"July 27, 2012","August 27, 2012",All Disclosed,2
AG-2012-01429,General Records,Public,"A copy of all records related to the sewer back up at {an address} on June 28, 2012. 311 assigned reference number 1561600.","July 25, 2012","August 22, 2012",All Disclosed,14
AG-2012-01430,General Records,Public,A copy of documents showing the purchase price and average market value of the Toronto taxi plate for {an individual}.,"July 25, 2012","August 22, 2012",All Disclosed,8
AG-2012-01430,General Records,Public,A copy of documents showing the purchase price and average market value of the Toronto taxi plate for {an individual}.,"July 25, 2012","August 22, 2012",All Disclosed,12
AG-2012-01432,General Records,Public,A copy of the Public Health complaint filed against {an address}.,"July 30, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,121
AG-2012-01433,General Records,Public,A copy of documents from the bylaw officer's training manual relating to fences and including diagrams.,"July 26, 2012","August 27, 2012",All Disclosed,60
AG-2012-01434,General Records,Public,"A copy of the permit issued to alter a single family home at {an address} on August 2, 1962 to a four family dwelling, including garage alteration for 4 motor vehicles and fire escape construction. File No. 71478.","July 30, 2012","August 24, 2012",Disclosed in Part: Partially Exempt,58
AG-2012-01435,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 13, 2012.","July 30, 2012","August 28, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01436,General Records,Business,"A copy of the fire report for a motor vehicle accident that occurred at {an address}, Etobicoke. The incident occurred on January 22, 2011. Fire Report No. F11008917.","July 31, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-01440,General Records,Public,A copy of the TTC Report/documentation sent to Toronto City Council recommending the sale of {an address} because the property was surplus to requirements.,"July 27, 2012","August 27, 2012",No Records Exist,0
AG-2012-01441,General Records,Public,A copy of the building permit history for {an address}.,"July 27, 2012","August 23, 2012",No Records Exist,0
AG-2012-01442,General Records,Public,A copy of the party wall agreement for {an address}.,"August 1, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01443,General Records,Public,"A copy of the following zoning and ML&S files for {an address}, file no. 12111456 PRS 00 IV and ZON 00IR.","July 30, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01444,General Records,Public,A copy of the Public Health file no. 117386 regarding mould issue from September 2011 to December 2011.,"July 30, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01445,General Records,Public,"A copy of the low water pressure testing and results reports for {an address}, North York. The records are from July 4, 2012.","July 27, 2012","August 27, 2012",Disclosed in Part: Partially Exempt,27
AG-2012-01446,General Records,Public,"The number of tickets issued for parking illegally in the disabled parking space located near {2 addresses} from January 2011 to February 25, 2012. Also the number of tickets issued from February 26, 2012 to present.","August 1, 2012","August 30, 2012",Disclosed in Part: No Records Exist,0
AG-2012-01447,General Records,Public,A copy of the arborist report for the Norway Maple at {an address}. The report was submitted in Spring 2012. Also the permit issued by the City for the removal of the Norway Maple.,"August 1, 2012","August 14, 2012",All Disclosed,5
AG-2012-01448,General Records,Public,"A copy of the records relating to the dog bite incident at {an address}. The incident occurred on May 29, 2011.","August 1, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01450,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,95
AG-2012-01451,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,69
AG-2012-01452,General Records,Public,"A copy of records related to {a business} and/or {an individual} and/or {an organization}, including zoning or patio applications, bylaw infractions and food safety/restaurant health inspections. Records for {an address}.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,220
AG-2012-01453,General Records,Public,"A copy of the application to injure or remove two trees at {an address}, including the supporting documents and information, internal documents regarding the application, and permits issued.","August 1, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01454,General Records,Public,"A copy of the following reports regarding repairs to the sewage line to {an address}. Report No. CSR #663623, Service Request No. 1598988, and Work Order No. 630190. Also any additional reports regarding this incident.","August 1, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01455,General Records,Business,"A copy of the video footage for the motor vehicle accident that occurred on Lake Shore Blvd. The incident occurred on June 19, 2010 at 5:10 p.m.","August 1, 2012","August 29, 2012",No Records Exist,0
AG-2012-01458,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on July 12, 2012. Fire Report No. F12074119.","August 1, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01459,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred at Dixon Road and Martin Grove. The incident occurred on June 1, 2010 at 1:43.","August 1, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01460,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 4, 2012.","August 2, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-01461,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 5, 2012.","August 2, 2012","August 30, 2012",Disclosed in Part: No Records Exist,2
AG-2012-01462,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on February 12, 2011.","August 2, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-01463,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on July 25, 2012.","July 31, 2012","August 29, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-01464,General Records,Public,A copy of the Ontario Works file for {an individual}.,"August 2, 2012","August 16, 2012",Disclosed in Part: Partially Exempt,285
AG-2012-01467,General Records,Public,A copy of all records related to the Animal Services activity no. A11-30390.,"August 3, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01468,General Records,Public,A copy of the heat loss/gain calculations relating to the building permit no. 11-118097 for {an address}.,"July 30, 2012","August 14, 2012",No Records Exist,0
AG-2012-01469,General Records,Public,"A copy of all orders to comply, notices issued, and correspondence from the City to {an address} regarding construction since August 1, 2011. Also all applications for building permits and any plans or drawings submitted for applications/permits.","August 2, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-01470,General Records,Public,"A copy of all building permits, building permit applications, inspection notes and supporting documents pertaining to {an address} since 1885.","August 2, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,89
AG-2012-01473,General Records,Public,A copy of the plumbing inspection and notes related to {an address} from when the home was built in approximately 2004.,"August 2, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01474,General Records,Public,"A copy of the building permit and building permit application for {an address}. Building Permit No. 04 139257 PLB 00PS issued on August 5, 2004.","August 1, 2012","August 29, 2012",All Disclosed,5
AG-2012-01475,General Records,Public,"A copy of the original building permit application for materials for permit no. 10156696 BLD 00BA and a copy of the May 19, 2010 refusal notice and examiners notes. Also all building inspection notes and correspondence related to this file.","August 2, 2012","August 30, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-01476,General Records,Researcher,"A copy of the archival records relating to the care of the aged affected by dementia in Toronto Homes for the Aged, between the 1950's and 1980's.","August 7, 2012","September 18, 2012",All Disclosed,2000
AG-2012-01477,General Records,Public,"A copy of the ""Bid City Agreement"" as defined on page 5 of the 2015 Pan American Games Multi-Party Agreement. The Bid City Agreement was signed by Ontario, Toronto, COC, CPC and BidCo, dated April 7, 2009.","August 7, 2012","September 5, 2012",All Disclosed,19
AG-2012-01478,General Records,Public,"A copy of the archival records relating to Board of Police Commissioners. Fonds 220, Series 11, File 863, Box 47860, Folio 5.","August 7, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,167
AG-2012-01479,General Records,Public,"A copy of all site plan agreements, plan references, and plan documents with respect to the development described as {Name of building} located at {address}.","August 3, 2012","August 31, 2012",All Disclosed,288
AG-2012-01480,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 5, 2012.","August 7, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01481,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on January 17, 2012. Fire Report No. F12006456.","August 7, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01483,General Records,Media,"A copy of the 55 warning letters issued by the City to various Toronto Community Housing Corporation employees (referenced in the Auditor General's June 12 report). Also copies of other warning letters issued from January 1, 2011 to July 31, 2012.","August 8, 2012","August 14, 2012",Nothing Disclosed (excluded),0
AG-2012-01484,General Records,Media,"An electronic copy of the Parks, Forestry and Recreation Division's state of good repair backlog.","August 8, 2012","September 5, 2012",All Disclosed,1
AG-2012-01485,General Records,Public,A copy of all Public Health and MLS reports pertaining to {an address} from January 2004 to present.,"August 9, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,71
AG-2012-01486,General Records,Public,"A copy of the records relating to a mature tree at {an address}, including any documents granting permission for the builder {an individual} to cut down the mature tree and plant 1 or 2 trees to replace it. Records from around 2010 or 2011.","August 9, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01493,General Records,Association,"A copy of the average days by division of absences due to illness for the year 2011 for the following Toronto bargaining units: Local 416, Toronto Fire, Toronto Police, Local 2998, and Local 4948. Also for non-bargaining unit/management (by divisions).","August 10, 2012","September 10, 2012",All Disclosed,1
AG-2012-01493,General Records,Association,"A copy of the average days by division of absences due to illness for the year 2011 for the following Toronto bargaining units: Local 416, Toronto Fire, Toronto Police, Local 2998, and Local 4948. Also for non-bargaining unit/management (by divisions).","August 10, 2012","September 10, 2012",All Disclosed,1
AG-2012-01495,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on July 22, 2012. Fire Report No. F12077495.","August 8, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01496,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 27, 2012.","August 9, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-01497,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on October 14, 2011. Also any additional documents related to this fire.","August 9, 2012","September 5, 2012",Disclosed in Part: Partially Exempt,31
AG-2012-01498,General Records,Business,"A copy of the fire report(s) for {an address}, Scarborough.","August 9, 2012","September 5, 2012",All Disclosed,13
AG-2012-01499,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on November 28, 2009.","August 10, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01500,General Records,Public,A copy of the building inspection report no. 08-112096 for {an address}. The inspection occurred in 2008.,"August 10, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01501,General Records,Public,"A copy of the inspection records for {an address} including the Public Health, ML&S, Building and Fire Services records.","August 10, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,40
AG-2012-01502,General Records,Public,A copy of the Public Health report no. 112-998 for {an address},"August 8, 2012","September 7, 2012",All Disclosed,5
AG-2012-01503,General Records,Business,"A copy of the fire report for the Shuttle Bus Area on Sunrise Avenue. The incident occurred on March 4, 2008.","August 21, 2012","September 19, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01504,General Records,Business,"A copy of all complaints made to the City regarding the intersection at Kipling Avenue and Torlake Crescent, including records relating to a lack of traffic light, installation of traffic signals, cross walk installation, and pedestrian signals.","August 10, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01505,General Records,Public,"A copy of the employment contract for {an individual} who was hired in March or April, 2011.","August 10, 2012","September 17, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01506,General Records,Business,"A copy of all records related to {name of sports bar} at {an address} as it relates to {an individual}, including correspondence, notes, orders to comply, notices, summonses, reports, tickets, records, etc. from Dec. 1, 2006 to Dec. 31, 2007.","August 13, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,50
AG-2012-01507,General Records,Public,"A copy of the Toronto Water report regarding flooding at {an address} and {an address} from August 9, 2011.","August 13, 2012","September 12, 2012",All Disclosed,3
AG-2012-01512,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 10, 2012.","August 13, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01513,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on February 28, 2012. Please include copies of any related notes, photos, or statements.","August 13, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-01514,General Records,Business,"A copy of the fire report for {an address}, North York. The incident occurred on December 17, 2011.","August 13, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01515,General Records,Public,"A copy of the Public Health file number 10427363 related to a dog bite incident that occurred on March 9, 2012. The dog resides at {an address}.","August 14, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01516,General Records,Media,A copy of the list of provisional licensed daycares that was provided to {a journalist} previously in 2007 and an updated list of all daycares provided with provincial licenses for 2011.,"August 15, 2012","September 18, 2012",All Disclosed,291
AG-2012-01522,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 21, 2012 at 10:00 a.m. Fire Report No. F12056162.","August 14, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01523,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 13, 2012. Fire report no. F12074790.","August 14, 2012","September 6, 2012",Disclosed in Part: No Records Exist,9
AG-2012-01524,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 7, 2012.","August 14, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01526,General Records,Public,"A copy of all complaints filed or issued against {an address} from April 2009 to present, including the associated inspection reports.","August 9, 2012","September 4, 2012",Disclosed in Part: Partially Exempt,63
AG-2012-01527,General Records,Public,"A copy of all building permits, records, applications, decisions, and applications made to Committee of Adjustments regarding {an address}.","August 10, 2012","September 7, 2012",Disclosed in Part: No Records Exist,1
AG-2012-01531,General Records,Business,"A copy of the fire report for the motor vehicle accident at Lawrence Avenue East and Warden Avenue. The incident occurred on July 28, 2012 at approximately 7:30 p.m.","August 15, 2012","September 7, 2012",No Records Exist,0
AG-2012-01532,General Records,Public,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on October 18, 2007 around 6:00 a.m. The fire occurred on the 20th floor of the building.","August 15, 2012","September 12, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01533,General Records,Public,A copy of the orders issued to complete repair work to the {2 addresses} apartment garage and elevator and any other related documentation. The inspection occurred between 2009 and 2010 due to unsafe conditions.,"August 14, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,287
AG-2012-01534,General Records,Public,A copy of the work order issued to {an address} from 2004. The work order related to renovations being done on the property.,"August 14, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01535,General Records,Public,A copy of the waste management inspection charge on {an address}.,"August 14, 2012","September 10, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01537,General Records,Business,"A copy of the road maintenance records from April 6, 2009, including records relating to snow removal information, information on salting and snow-ploughing, snow removal schedules, and complaintson the Westbound and Eastbound lanes of Finch Avenue East.","August 15, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,24
AG-2012-01539,General Records,Public,A copy of the building inspection records for {an address}. The inspection took place in 2012. The file number is 12-150216.,"August 15, 2012","September 12, 2012",All Disclosed,16
AG-2012-01540,General Records,Public,A copy of any previous building permits and applications for variances for {an address}.,"August 13, 2012","September 6, 2012",Disclosed in Part: Partially Exempt,48
AG-2012-01541,General Records,Business,"A copy of all documents related to the new structure at {an address}, including any applications and supporting documents for building permits issued Aug. 23, 2011 to present.","August 15, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,167
AG-2012-01542,General Records,Public,"A copy of all documents related to inspections, deficiency or work orders for {an address}, including documents related to folder no. 07 111617 BLD 02SR.","August 15, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,40
AG-2012-01542,General Records,Public,"A copy of all documents related to inspections, deficiency or work orders for {an address}, including documents related to folder no. 07 111617 BLD 02SR.","August 15, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-01543,General Records,Public,"A copy of all building records, permits, approvals, inspections, Committee of Adjustment documents, applications and drain and plumbing documents since 1987 for {an address}.","August 15, 2012","September 11, 2012",All Disclosed,52
AG-2012-01544,General Records,Public,"A copy of the ambulance call report for the incident that occurred at {an address}. The incident occurred on June 30, 2012 from 3p.m. to 5 p.m.","August 16, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01545,General Records,Public,"A copy of any traffic camera information for the intersection of University Avenue and Queen Street from May 30, 2012 at approximately 6:30 p.m.","August 16, 2012","September 7, 2012",No Records Exist,0
AG-2012-01550,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on May 9, 2012.","August 16, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-01551,General Records,Public,"A copy of the fire report no. F11163118. This was a car fire that occurred on December 25, 2011 at {an address}.","August 16, 2012","September 12, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01552,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 5, 2012.","August 16, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-01553,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 6, 2012.","August 17, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-01554,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on August 6, 2012.","August 17, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-01555,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 30, 2012.","August 17, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01556,General Records,Media,"A copy of any log notes or details of any incident or threat against Mayor Rob Ford that required security to respond and explanation of what happened and how it was resolved. Records from December 1, 2010 to present.","August 16, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-01557,General Records,Media,A copy of all emails and correspondence related to Access Request No. 2012-01139.,"August 16, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,93
AG-2012-01559,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 7, 2012.","August 16, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-01560,General Records,Public,"A copy of the fire report for {an address}. The fire occurred on July 10, 2010. Fire Report No. F12073568.","August 16, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01561,General Records,Business,"A copy of the fire report for an incident that occurred on Bloor Street West near Bathurst Street. The incident occurred on April 19, 2011 around 3:50 p.m. Fire Report No. F11043953.","August 17, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01562,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on January 21, 2012 around 1:30 p.m.","August 17, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01563,General Records,Public,A copy of the past or currently outstanding fire department work orders for {an address}.,"August 16, 2012","September 14, 2012",No Records Exist,0
AG-2012-01564,General Records,Public,A copy of all MLS work orders issued in 2011 and 2012 for {an address}.,"August 17, 2012","September 11, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01569,General Records,Public,A copy of any inspection report for {an address} from April 2012 to present regarding the hedges.,"August 17, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-01570,General Records,Public,"A copy of records related to file no. 12 220146 PRS 00 IV item 61 regarding an MLS inspection of {an address}. Also records from item 14 related to folder no. 05 157390 PRS 00IV (July 7, 2005). Inspections related to issues with floors and lighting.","August 17, 2012","September 17, 2012",All Disclosed,14
AG-2012-01571,General Records,Business,"A copy of all building permits and applications for {an address}, including all information regarding the uses, studios, live work, type of use, etc.","August 17, 2012","September 14, 2012",Disclosed in Part: No Records Exist,67
AG-2012-01572,General Records,Business,"A copy of all files (including electronic) with respect to all building permit applications submitted after July 2007 to February 12, 2010 regarding {an address}.","August 20, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,52
AG-2012-01573,General Records,Public,A copy of the 911 call transcript for the motor vehicle accident that occurred at Yonge Street and Park Home Avenue.,"August 20, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,1
AG-2012-01574,General Records,Public,"A copy of the animal control incident report regarding the dog bite incident that occurred at {an address}. The incident occurred on May 21, 2012.","August 20, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,28
AG-2012-01575,General Records,Public,"A copy of the 911 call record for the motor vehicle incident that occurred at {an address}. The incident occurred on September 4, 2008.","August 20, 2012","August 30, 2012",No Records Exist,0
AG-2012-01576,General Records,Business,"A copy of the archival plans, minor variances, transportation comments, staff reports, etc. for {an address}.","August 20, 2012","September 17, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-01577,General Records,Public,"A copy of information relating to City Parks, including Nathan Phillips Square, Metro Hall, Yonge/Dundas Square, and other public squares. Records including event permit information for the past 5 years including present year.","August 20, 2012","September 18, 2012",Disclosed in Part: Partially Exempt,176
AG-2012-01579,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred at Yonge Street and Lawrence Avenue. The incident occurred on August 7, 2012 and involved a TTC bus.","August 20, 2012","September 14, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01580,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on July 31, 2012 or August 1, 2012.","August 20, 2012","September 13, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-01581,General Records,Public,A copy of a document showing the current designation of {an address}.,"August 16, 2012","September 12, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-01582,General Records,Media,A copy of the complete lists of Mayor Rob Ford's Christmas or other winter greeting card recipients in 2010 and 2011. Also copies of the Christmas or winter holiday card that was sent out in 2010 and 2011.,"August 21, 2012","September 20, 2012",No Records Exist,0
AG-2012-01583,General Records,Public,A copy of the building file no. 415090 for {an address}.,"August 20, 2012","September 17, 2012",All Disclosed,27
AG-2012-01587,General Records,Public,"A copy of the building file no. 12-107315 relating to {an address}, including the site plan application, objections to application, appeal of application refusal, refusal letter, and any relevant correspondence between City staff and applicant.","August 21, 2012","September 20, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-01588,General Records,Public,A copy of the fire inspection certificate for {an address}.,"August 21, 2012","September 20, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-01589,General Records,Public,"A confidential letter from {an individual} to City Council May 11-12, 2010 was time stamped and numbered at the top of the page prior to distribution by the City Clerk's Office to Council. Request who recieved copy no. 45.","August 21, 2012","September 17, 2012",Nothing Disclosed (exemption),0
AG-2012-01591,General Records,Public,A copy of all emails/correspondence between Parks Forestry and Recreation and Councillor Cho regarding the renaming of McLevin Park.,"August 17, 2012","September 17, 2012",No Records Exist,0
AG-2012-01592,General Records,Public,A copy of the grading certificates for {an address} regarding the property being raised up 2 feet.,"August 17, 2012","September 7, 2012",All Disclosed,1
AG-2012-01593,General Records,Public,"A copy of the application for the building permit for {an address}, Etobicoke.","August 17, 2012","September 12, 2012",All Disclosed,1
AG-2012-01594,General Records,Business,"A copy of any current or past orders/violations against {an address} from Building, ML&S and Public Health.","August 22, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-01595,General Records,Public,A copy of the inspection notes for the building file no. 07-130656 for {an address}.,"August 22, 2012","September 26, 2012",Disclosed in Part: Partially Exempt,200
AG-2012-01596,General Records,Public,A copy of the signage permit records for {an address}.,"August 22, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,34
AG-2012-01597,General Records,Public,"A copy of records relating to the fire inspection completed between May 18, 2012 and July 16, 2012 at {an address}. There were several violations and remedies requiring attention.","August 22, 2012","August 28, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-01598,General Records,Business,A copy of the Public Health report no. 114073 regarding {an address}.,"August 22, 2012","September 17, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-01600,General Records,Business,"A copy of the complete listing of all Overall Municipal Levy Increase Rates for the Commericial, Industrial and Multi-Residential Tax Classes since these rates were calculated.","August 22, 2012","September 18, 2012",All Disclosed,10
AG-2012-01605,General Records,Public,"A copy of the Public Health report(s) regarding mould at {an address}. The initial calls to Public Health were made on January 31, 2012 and February 29, 2012.","August 23, 2012","September 12, 2012",All Disclosed,3
AG-2012-01609,General Records,Public,"A copy of the fire inspection reports for {an address}. The inspections occurred on April 24, 2012, May 3, 2012 and August 8, 2012.","August 23, 2012","September 20, 2012",All Disclosed,8
AG-2012-01610,General Records,Public,"A copy of the MLS report for {an address}. The inspection occurred on June 6, 2012.","August 23, 2012","September 21, 2012",All Disclosed,7
AG-2012-01611,General Records,Business,"A copy of the fire report for {an individual}. The incident occurred on August 17, 2012.","August 23, 2012","September 19, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-01613,General Records,Business,"A copy of any records related to the motor vehicle accident at Dufferin Street near Temple Road. The incident occurred on August 15, 2010 around 5:00 p.m. and a vehicle struck a City of Toronto fire hydrant.","August 21, 2012","September 20, 2012",No Records Exist,0
AG-2012-01614,General Records,Association,"A copy of all costs to the City regarding the rental of vehicles from January 1, 2012 to April 30, 2012, including rental charge, fee rate, fuel rate, mileage rate, etc. Also any cost recovery, including the vehicle recovery details.","August 23, 2012","September 28, 2012",Nothing Disclosed (exemption),0
AG-2012-01616,General Records,Public,A copy of the building permits related to the converted basement suite for {an address}.,"August 22, 2012","September 21, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-01617,General Records,Public,"A copy of all records related to bed bugs at {an address}, including complaints, inspections, and documented cases at the apartment building.","August 22, 2012","September 12, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-01618,General Records,Business,"A copy of the winter maintenance records for Birchmount Road and Glendower Circuit between October 31 and November 6, 2009, including any snow ploughing records, sand/salt applications, roadway conditions, staff scheduling, weather information, maps, etc.","August 24, 2012","September 21, 2012",All Disclosed,24
AG-2012-01621,General Records,Public,"A copy of the building permit information for {an address}, including any correspondence or building permit drawings for file no. 11224917 BLD.","August 22, 2012","September 20, 2012",Disclosed in Part: Partially Exempt,24
AG-2012-01622,General Records,Public,A copy of the building records for {2 addresses}.,"August 24, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-01623,General Records,Business,"A copy of the fire report for Dufferin Street near Temple Road. The motor vehicle accident occurred on August 15, 2010.","August 24, 2012","September 7, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-01624,General Records,Public,A copy of all funding information regarding cost records and expenses for the construction of tennis courts and basketball courts at Grandravine Community Centre/Park. All records for the past 10 years.,"August 24, 2012","September 24, 2012",All Disclosed,0
AG-2012-01625,General Records,Public,"A copy of the building complaint records that was made against {an address}. The inspection occurred on August 17, 2012.","August 24, 2012","September 24, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-01626,General Records,Public,"A copy of the surveilance video at the intersection of the Don Valley Parkway South Bloor to Richmond Street exit from 6 p.m. to 9 p.m. on September 18, 2010.","August 24, 2012","September 18, 2012",No Records Exist,0
AG-2012-01627,General Records,Public,A copy of the ML&S and Public Health information regarding {an address}. File reference no. 12-221610.,"August 24, 2012","September 18, 2012",Correction made in part,70
AG-2012-01633,General Records,Public,"A copy of fire prevention inspection reports and violation notice for {an address}, North York.","August 23, 2012","September 21, 2012",All Disclosed,14
