Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-00725,General Records,Public,"A copy of the archived records relating to the development of Sutton Place Hotel. Fonds 200, Series 368, File 123.","April 20, 2012","May 14, 2012",Disclosed in Part: Partially Exempt,100
AG-2012-00727,General Records,Public,"A copy of any reports, briefing notes, communications between government officials and related interest groups (email and other correspondence) leading up to the referendum held in 1997 regarding a possible casino in the City of Toronto.","April 20, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,242
AP-2012-00729,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 20, 2012","May 23, 2012",Disclosed in Part: Partially Exempt,827
AP-2012-00730,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 20, 2012","April 20, 2012",Transferred Out in Full,0
AG-2012-00726,General Records,Public,A copy of the contractor statement from Minutemen Contracting Inc. in regards to water proofing at {an address}. File No. B20709.,"April 20, 2012","May 10, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-00731,General Records,Public,"A copy of any and all records relating to the demolition and construction of {an address}, Toronto.  Records to include but not limited to permits, approvals, inspections notes, OMB notes and decisions, and notes from Heritage Preservation Service","April 20, 2012","June 11, 2012",Disclosed in Part: Partially Exempt,187
AP-2012-00728,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 20, 2012","May 22, 2012",Disclosed in Part: Partially Exempt,452
AG-2012-00733,General Records,Public,"A copy of all demolition, construction and related permits and plans relating to {an address","April 20, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,33
AP-2012-00736,Personal Information,Public,"A copy of the entire employment file for {an individual} including, but not limited to payroll records, attendance records, performance reviews and medical file to present date.","April 23, 2012","May 29, 2012",Disclosed in Part: Partially Exempt,536
AG-2012-00737,General Records,Association,A copy of Memorandum of Understanding between the City of Toronto and the Toronto Zoo / Zoo Board of Management.  Retention schedule for the Toronto Zoo.  Descriptions of roles and responsibilities of all management positions at the Zoo.,"April 23, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,130
AG-2012-00760,General Records,Public,"A copy of all documents pertaining to work orders issued by the City of Toronto to the building at {an address} from May 15, 2011 to present, especially where the building fails to meet code, building standards or violations.","April 24, 2012","May 17, 2012",All Disclosed,166
AG-2012-00761,General Records,Public,"A copy of the records and reports relating to the mould and flooding at {an address}. Records from February 1, 2012 to March 1, 2012.","April 24, 2012","May 14, 2012",All Disclosed,5
AP-2012-00739,Personal Information,Public,A copy of entire social assistance file for {an individual}.,"April 24, 2012","May 16, 2012",Disclosed in Part: Partially Exempt,234
AP-2012-00742,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 24, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,443
AG-2012-00744,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on December 25, 2011.","April 24, 2012","May 15, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00745,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 17, 2012.","April 24, 2012","May 18, 2012",Disclosed in Part: Partially Exempt,12
AP-2012-00741,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 24, 2012","May 16, 2012",Disclosed in Part: Partially Exempt,111
AG-2012-00748,General Records,Public,"A copy of the ferry service income, outlay, and profit in reference to Centreville/Far Enough Farm.","April 24, 2012","May 16, 2012",All Disclosed,1
AG-2012-00767,General Records,Public,"A copy of the building and fire inspection reports for the basement apartment at {an address}, including any building permits issued to this basement apartment.","April 24, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00740,General Records,Public,A copy of the official record of the hearing for the ML&S dog muzzle incident involving {an individual} residing at {an address}.,"April 24, 2012","May 24, 2012",All Disclosed,1
AP-2012-00743,Personal Information,Public,A copy of the employee file for {an individual}.,"April 24, 2012","April 27, 2012",All Disclosed,368
AP-2012-00751,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 25, 2012","May 29, 2012",All Disclosed,265
AG-2012-00752,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on August 18, 2011.","April 25, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00753,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 2, 2012. Fire Report F12035085.","April 25, 2012","May 14, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00746,General Records,Public,"A copy of any records showing the water shut off dates which would affect water service to {an address} between January 1, 2011 to December 31, 2011.","April 25, 2012","May 7, 2012",Disclosed in Part: Partially Exempt,44
AG-2012-00747,General Records,Business,A copy of all building permit applications for {an address}.,"April 25, 2012","May 11, 2012",Disclosed in Part: Partially Exempt,153
AP-2012-00749,Personal Information,Public,"A copy of the employment file for {an individual} from December 23, 2008 to present.","April 25, 2012","May 24, 2012",All Disclosed,21
AP-2012-00750,Personal Information,Public,A copy of the employment file for {an individual}.,"April 25, 2012","May 22, 2012",Disclosed in Part: No Records Exist,431
AG-2012-00754,General Records,Public,"A copy of all building documents for {an address} since the house was built, including all building activity.","April 25, 2012","April 27, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00755,General Records,Business,"A copy of the building permit history, inspection history, inspection reports, and orders to comply for {an address} from 2008 to 2011.","April 26, 2012","May 25, 2012",All Disclosed,1
AP-2012-00756,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 26, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,213
AG-2012-00772,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on April 17, 2012.","April 26, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00779,General Records,Public,"A copy of the two fire inspection reports for {an address} from March 20 and 23, 2012.","April 26, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,8
AP-2012-00758,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 26, 2012","May 16, 2012",All Disclosed,62
AG-2012-00776,General Records,Public,"A copy of the Public Health report for poor air quality at {an address}, Etobicoke. The inspection was completed on April 24, 2012 around 10 a.m.","April 26, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00777,General Records,Public,"A copy of the old City of Etobicoke's ""Windows on the Lake"" initiative.","April 26, 2012","May 24, 2012",All Disclosed,51
AG-2012-00778,General Records,Public,"A copy of the complaint that was filed against {an address} relating to an eavestrough infraction. Also all notes, reports, emails and electronic records from anyone involved with this matter.","April 26, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00759,General Records,Public,"A copy of the video record of agenda item #2 (Fort York Neighbourhood Block 4) of Design Review Panel meeting held in Committee Room 2 at City Hall on April 16, 2012.","April 26, 2012","May 10, 2012",All Disclosed,1
AG-2012-00757,General Records,Public,"A copy of the fire report for a motor vehicle accident that occurred on Crescent Town Road. The incident occurred on January 13, 2012. Please include all available information.","April 26, 2012","May 25, 2012",Disclosed in Part: No Records Exist,5
AG-2012-00790,General Records,Public,"A copy of the 911 call transcript for the slip and fall incident that occurred at an address. The incident occurred on September 2, 2007 at approximately 6:30 p.m.","April 26, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,2
AP-2012-00765,Personal Information,Public,A copy of the employment file for {an individual} from 2006 to present.,"April 27, 2012","May 25, 2012",All Disclosed,92
AP-2012-00769,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 27, 2012","May 11, 2012",Disclosed in Part: Partially Exempt,91
AP-2012-00771,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2006 to present.,"April 27, 2012","June 4, 2012",All Disclosed,81
AG-2012-00773,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 17, 2012.","April 27, 2012","May 18, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00774,General Records,Business,"A copy of the fire report for {an address}, Scarborough. The incident occurred on March 27, 2012.","April 27, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00796,General Records,Public,"A copy of the ML&S complaint file for {an address}. The file no. 12154754 ION 00IV, including the complaint and/or complainant record.","April 27, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00780,General Records,Public,"A copy of the file no. B12043 related to a company called X Maple Air Heating + Cooling, including records related to {an individual}.","April 27, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-00797,General Records,Public,"A copy of all files, emails and correspondence concerning the construction at {an address}, including items concerning permits, orders, and violations. Also any new information since 2009 and all information concerning {an address}.","April 27, 2012","May 22, 2012",Disclosed in Part: Partially Exempt,68
AP-2012-00766,Personal Information,Public,A copy of the employment file for {an individual}.,"April 27, 2012","May 25, 2012",All Disclosed,101
AG-2012-00768,General Records,Public,A copy of the building or demolition permit issued to {an address} between 1959 and 1979.,"April 27, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,3
AP-2012-00770,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"April 27, 2012","May 1, 2012",Transferred Out in Full,0
AG-2012-00762,General Records,Public,"A copy of the dog attack records relating to the incident at {an address}, including investigation documents, notes, witness statements, photos, videos, etc. The incident occurred on December 25, 2011.","April 27, 2012","May 9, 2012",No Records Exist,0
AG-2012-00763,General Records,Public,"A copy of all contracts between PAWS and the Toronto Zoo and any elephant transfer agreement information, including all email and/or references to the Toronto Zoo or Toronto Zoo elephants. All correspondence from PAWS and Zoocheck to any zoo employees.","April 27, 2012","June 25, 2012",Disclosed in Part: Partially Exempt,147
AG-2012-00781,General Records,Public,A copy of all building permits available for {an address}.,"April 27, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00764,General Records,Public,"A copy of ML&S records relating to {an address}, including all correspondence. File No.'s 11 284460PRS00IV and 11 284444PRS00IV. Records and correspondence between September 25, 2011 and November 1, 2011.","April 27, 2012","May 16, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-00764,General Records,Public,"A copy of ML&S records relating to {an address}, including all correspondence. File No.'s 11 284460PRS00IV and 11 284444PRS00IV. Records and correspondence between September 25, 2011 and November 1, 2011.","April 27, 2012","May 16, 2012",Disclosed in Part: Partially Exempt,3
AG-2012-00784,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 21, 2012.","April 30, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00785,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 1, 2012.","April 30, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00791,General Records,Public,"A copy of the video footage from the FGG Jarvis Gardiner camera looking eastbound and the FGG Cherry Street camera looking westbound for the one hour period near the time of the accident which occurred at 2:50 a.m. on June 15, 2007.","April 30, 2012","May 24, 2012",No Records Exist,0
AP-2012-00792,Personal Information,Public,"A copy of all applications for hostel subsidy and assistance from December 2002 to April 1, 2010 for {an individual}.","April 30, 2012","June 20, 2012",All Disclosed,67
AG-2012-00798,General Records,Public,"A copy of the fire report for the motor vehicle fire that occurred at McCowan Road and Eglinton Avenue. The incident occurred on March 20, 2012 around 11:00 a.m.","April 30, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,2
AP-2012-00782,Personal Information,Public,"A copy of the clinical notes and records with respect to {an individual} from January 1, 2003 to present.","April 30, 2012","May 14, 2012",All Disclosed,177
AG-2012-00783,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on March 29, 2012.","April 30, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00801,General Records,Public,"A copy of the RESCU Camera #20 (Lakeshore Blvd. West) from October 30, 2011 between 11:45 a.m. and 12:15 p.m.","April 30, 2012","May 28, 2012",All Disclosed,10
AG-2012-00802,General Records,Public,"A copy of all active or inactive permits and all inspection notes and documents pertaining to any work to be done at {an address} from May 8, 2009 to present.","April 30, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-00803,General Records,Government,A copy of all information in the City Manager's Office or Ombudsman's Office regarding any cases involving {an address}.,"May 1, 2012","June 14, 2012",No Records Exist,0
AG-2012-00804,General Records,Government,A copy of all information in the City Manager's Office or Ombudsman's Office regarding any cases involving {an address}.,"May 1, 2012","June 14, 2012",All Disclosed,13
AG-2012-00816,General Records,Public,A copy of the property standards report and fire inspection report for {an address}. The inspections occurred in March.,"May 1, 2012","May 29, 2012",Disclosed in Part: Partially Exempt,25
AG-2012-00799,General Records,Public,"A copy of the building permit history, water sewage history, and home renovation issues (constructions or water problems) for {an address}. All records from 2001 to November 17, 2011.","May 1, 2012","May 17, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-00807,General Records,Public,"A copy of the EMS 911 call record, transcript and/or master audio recording of the call relating to the motor vehicle accident at Wilson Avenue and Lexfield Avenue. The incident occurred on October 12, 2011.","May 1, 2012","June 4, 2012",All Disclosed,7
AG-2012-00786,General Records,Business,"A copy of the fire report for the Royal Canadian Yach Club. The incident occurred on February 21, 2012.","May 1, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-00787,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 18, 2012 around 11:30 a.m. Fire Report No. F12042299.","May 1, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-00800,General Records,Public,A copy of all complaints against {an address} and associated records for the past 7 years.,"May 1, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00806,General Records,Media,"A copy of Mayor Rob Ford's daily itineraries from November 1, 2011 to May 1, 2012, including names, titles, organizational affiliations of the meeting partners.","May 1, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-00817,General Records,Public,"A copy of records relating to the destruction of a naturalized area in Riverdale Park East by Urban Forestry from 2012, including pages 10-15 of the Riverdale East Work Plan and all weekly report forms submitted in 2011.","May 1, 2012","May 8, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-00788,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred on the HWY 401 E/B near Yonge Street. The incident occurred on February 8, 2009.","May 1, 2012","May 23, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00789,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 8, 2012 around 11:30 p.m.","May 1, 2012","May 23, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00793,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 22, 2012 around 6:30 p.m.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-00794,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 21, 2012.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-00795,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 6, 2012.","May 2, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00815,General Records,Public,"A copy of the records associated with the parking space in front of {an address}, including any past notices or other communications with the previous owners regarding the existence and validity of this parking space.","May 2, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,27
AP-2012-00810,Personal Information,Public,A copy of the employment file for {an individuall}.,"May 2, 2012","May 30, 2012",All Disclosed,147
AG-2012-00811,General Records,Public,A copy of all records regarding the garage doors located at the Upper Canada Court Residential Complex {3 addresses}.,"May 2, 2012","June 5, 2012",No Records Exist,0
AG-2012-00812,General Records,Public,"A copy of the RFQ related to occupational footwear submitted by Mister Safety Shoes, RFQ No. 0114-11-0001 (March 8, 2011).","May 2, 2012","June 29, 2012",All Disclosed,75
AG-2012-00819,General Records,Media,"All documents including, but not limited to, e:mails, letters, memos and other documents regarding the Mayor's attendance at any Pride event or International Day against homophobia events for 2012.  Search for records should include Mayor's office staff.","May 2, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,66
AP-2012-00809,Personal Information,Public,A copy of the employment file for {an individual} from 2006 to present.,"May 2, 2012","May 30, 2012",Disclosed in Part: Partially Exempt,65
AG-2012-00813,General Records,Public,"A copy of the video surveillance for 220 Atwell Drive, Etobicoke, from July 10, 2009 between 6:00 a.m. to 10:00 a.m.","May 2, 2012","June 13, 2012",Nothing Disclosed (exemption),1
AP-2012-00814,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2005 to present.,"May 2, 2012","May 3, 2012",No Records Exist,0
AG-2012-00820,General Records,Media,A copy of the Mayor's and/or City's budget submissions to the Ontario government and the Federal government prior to the release of the 2012 budget.,"May 2, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00821,General Records,Public,"A copy of the most two recent building inspection reports for {an address}, Etobicoke.","May 2, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00818,General Records,Media,"All documents including, but not limited to, e:mails, letters, memos and other documents labelled as ""talking points"" or the Mayor's ""key messages"" between Jan. 1, 2011 and present.  The search for records should include Mayor's office staff.","May 2, 2012","June 20, 2012",All Disclosed,156
AG-2012-00824,General Records,Public,"Copies of any updates or additions to the fire inspection reports for {an address}, Toronto or any new inspection reports since Sept. 29, 2011.","May 3, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-00825,General Records,Public,"A list of the charges laid by Toronto Building for non-compliance to the Ontario Building Code, including fine amount and details of orders for the last 5 years.","May 3, 2012","May 29, 2012",All Disclosed,6
AP-2012-00839,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 3, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,103
AG-2012-00822,General Records,Media,An electronic document showing the first three characters of the postal codes of all addresses where bedbugs were reported in 2011.,"May 3, 2012","May 16, 2012",All Disclosed,33
AG-2012-00823,General Records,Public,"All records relating to file # 12125499 relating to {Live and Work} at {an address}, aka {an address}.  Search for records should include Building, ML&S, Business Trades Unit and any records on fraud investigations.","May 3, 2012","May 30, 2012",Disclosed in Part: No Records Exist,6
AG-2012-00826,General Records,Public,"A copy of dog attack report relating to {an individual} from Animal Services.  The incident occurred on November 28, 2011 at {an address}, Etobicoke.","May 4, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-00827,General Records,Public,"A copy of all complaints from ML&S relating to {an address}, Toronto as well as complaints filed against {an individual}.","May 4, 2012","May 29, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00828,General Records,Public,"A copy of 911 call record, transcript and/or master audio recording of the call at the intersection of {an address} and {an address} at 7.45 pm on October 6, 2011.","May 4, 2012","June 4, 2012",Disclosed in Part: No Records Exist,1
AG-2012-00831,General Records,Public,"A copy of the work order for {an address}. The inspection was completed during the week of February 13, 2012. The inspection included this unit and the common areas of the building.","May 4, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-00833,General Records,Public,A copy of the building deficiency report for {an address}.,"May 4, 2012","June 1, 2012",Disclosed in Part: Partially Exempt,57
AP-2012-00835,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2008 to present.,"May 4, 2012","May 9, 2012",Transferred Out in Full,0
AP-2012-00837,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 4, 2012","May 9, 2012",Transferred Out in Full,0
AP-2012-00836,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 4, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,442
AG-2012-00829,General Records,Public,A copy of the ML&S report for chimney repair completed at {an address}. File No. B12999.,"May 4, 2012","June 1, 2012",All Disclosed,58
AG-2012-00830,General Records,Public,"A copy of the archival records relating to Ontario Place including Fonds 220, series 11, file no.'s 287, 72, 288, 289, and 290.","May 4, 2012","May 14, 2012",Disclosed in Part: Partially Exempt,440
AP-2012-00968,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"May 4, 2012","June 14, 2012",All Disclosed,53
AG-2012-00832,General Records,Public,"A copy of the EMS 911 cal transcript regarding the incident at {an address}, North York. The incident occurred on December 3, 2011.","May 7, 2012","June 6, 2012",All Disclosed,6
AG-2012-00842,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on April 3, 2010.","May 7, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,37
AG-2012-00843,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on April 8, 2012.","May 7, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00845,General Records,Media,"A copy of documents relating to official visits to City Hall by individuals such as dignitaries, governors, ambassadors, and other elected officials from December 1, 2010 to May 7, 2012 who were scheduled to meet with Mayor Rob Ford.","May 7, 2012","June 8, 2012",All Disclosed,2
AG-2012-00846,General Records,Media,"A copy of all communications originating from or sent to certain members of the mayor's office from May 2 (7:30 p.m. to end of day) to May 7, 2012 (end of day) relating to the incident between the mayor and Toronto Star reporter on May 2, 2012","May 7, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,22
AP-2012-00834,Personal Information,Public,A copy of the employment file for {an individual}.,"May 7, 2012","June 5, 2012",Disclosed in Part: Partially Exempt,85
AG-2012-00632,General Records,Business,"A copy of the fire report for {an address}, North York. The incident occurred on April 15, 2012.","May 7, 2012","June 5, 2012",Nothing Disclosed (exemption),7
AP-2012-00838,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 7, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,227
AP-2012-00840,Personal Information,Public,A copy of the Ontario Works file for {an individuali}.,"May 7, 2012","May 31, 2012",Disclosed in Part: No Records Exist,219
AP-2012-00847,Personal Information,Public,A copy of records relating to {an individual} joining the Scarborough/Toronto Fire Department in the late 1930's or early 1940's.,"May 8, 2012","June 1, 2012",No Records Exist,0
AG-2012-00850,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on June 12, 2010.","May 8, 2012","May 28, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00844,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on July 2, 2008.","May 8, 2012","June 4, 2012",Disclosed in Part: No Records Exist,9
AG-2012-00854,General Records,Public,A copy of the building file no. 335675 for {an address}.,"May 8, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,38
AP-2012-00841,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 8, 2012","May 9, 2012",Transferred Out in Full,0
AP-2012-00852,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from October 6, 2007 to present.","May 8, 2012","May 24, 2012",Disclosed in Part: Partially Exempt,271
AP-2012-00853,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 8, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,251
AG-2012-00775,General Records,Business,"A copy of all correspondence related to building permits, flooding and land encroachment issues for {an address}, North York","May 9, 2012","June 8, 2012",Disclosed in Part: Partially Exempt,72
AG-2012-00857,General Records,Public,"Records or details of all ML&S and Fire Prevention visits, and/or actions at {an address}., Scarborough, from January 2007 to present.","May 9, 2012","May 31, 2012",Disclosed in Part: Partially Exempt,137
AG-2012-00858,General Records,Public,"All files and supporting documents, past cases, policies, directives, by-laws, procedures used to make ruling/decision relating to folder 11 245283 PRS 00 IV.","May 9, 2012","June 22, 2012",Disclosed in Part: Partially Exempt,0
AG-2012-00855,General Records,Public,"A copy of the fire report for {an address}. The incident occurred on February 2, 2012. Fire Report No. F12012591.","May 9, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-00849,General Records,Public,"A copy of the public health records for {an address} from February, March, and April 2011. The records relate to bed bug infestation.  Alicia Lowe and Elzbieta Purzyc from Public Health conducted the inspections.","May 9, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-00851,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 21, 2012.","May 9, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00879,General Records,Public,A copy of all surveys and survey files regarding the retaining wall between {an address} and {an address}. ML&S file no.'s 10 307805 PRS 00 IV and 11 171178 PRS 00 IV.,"May 9, 2012","June 6, 2012",Disclosed in Part: Partially Exempt,188
AG-2012-00859,General Records,Business,"Copies of any outstanding orders from Public Health and Toronto Building against {an address}, Etobicoke.","May 10, 2012","June 8, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-00861,General Records,Business,"Copies of all files relating to the vendor's permit issued to {a vendor} and {an eating establishment}, both located at {an address}, Scarborough, including violation records.","May 10, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-00862,General Records,Public,"A list of all permits issued for {an address}, Etobicoke from 1980 to present including dates that permits were issued, status of permits (active or closed).","May 10, 2012","May 29, 2012",All Disclosed,1
AG-2012-00862,General Records,Public,"A list of all permits issued for {an address}, Etobicoke from 1980 to present including dates that permits were issued, status of permits (active or closed).","May 10, 2012","May 29, 2012",All Disclosed,3
AG-2012-00860,General Records,Public,"A copy of dog attack report relating to activity # 7227, including name and address of dog owner.  The incident occurred on April 25, 2012 and the victim was {an individual}.","May 10, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-00856,General Records,Public,"A copy of all records from Building for permit number 2010 203676 bld 00 SR relating to {an address}, Toronto, including permits issued for construction, confirmation of inspections, Certificate of Completion.","May 10, 2012","June 5, 2012",All Disclosed,53
AG-2012-00871,General Records,Public,A copy of all documents relating to the accident claim reference no. 1132875 and file no. 3058. This is in relation to a slip and fall incident involving Toronto Water and Toronto Hydro.,"May 10, 2012","June 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-00872,General Records,Public,"A copy of the ML&S information for {an address}, including the documents related to the report/order no. 10278976.","May 10, 2012","June 7, 2012",All Disclosed,13
AP-2012-00877,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 11, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,155
AP-2012-00875,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 11, 2012","May 25, 2012",Disclosed in Part: Partially Exempt,154
AP-2012-00865,Personal Information,Public,A copy of the employment file for {an individual}.,"May 11, 2012","June 11, 2012",Disclosed in Part: Partially Exempt,227
AP-2012-00866,Personal Information,Public,A copy of the employment file for {an individual}.,"May 11, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,62
AG-2012-00869,General Records,Public,A copy of the mould/water damage report to {an address}.,"May 11, 2012","June 11, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-00893,General Records,Business,"A copy of the fire report for {an address}, Etobicoke. The incident occurred on August 24, 2011.","May 11, 2012","June 7, 2012",Disclosed in Part: No Records Exist,7
AP-2012-00876,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"May 11, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,873
AG-2012-00885,General Records,Public,"A copy of the entire file related to the work permit no. 04 115519 regarding {an address}, including all records, documents, correspondence, and plans.","May 11, 2012","June 5, 2012",All Disclosed,198
AG-2012-00863,General Records,Public,"A copy of all documents relating to inspections and orders regarding {an address (2nd floor, back room)} including notes, correspondence, emails, electronic records, photos, etc. held by Fire, Public Health and ML&S.","May 11, 2012","June 20, 2012",Disclosed in Part: Partially Exempt,23
AG-2012-00867,General Records,Public,"A copy of all documents related to inspections of {an address} in 2012, including fire inspections, Public Health inspections and Building inspections.","May 11, 2012","June 11, 2012",All Disclosed,30
AP-2012-00868,Personal Information,Public,A copy of the employment file for {an individual}.,"May 11, 2012","June 8, 2012",All Disclosed,42
AG-2012-00894,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 13, 2012.","May 14, 2012","June 13, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-00874,General Records,Business,"A copy of all ML&S records relating to {an address} from 1993 to present, including any documents in connection with the ""Examination for Discovery"".","May 14, 2012","June 7, 2012",Disclosed in Part: Partially Exempt,177
AG-2012-00895,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 5, 2012. Fire Report No. F12036932.","May 14, 2012","June 4, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-00870,General Records,Public,A copy of all documents having the name {an individual} attached in the possession of select staff of Fire Services.,"May 14, 2012","June 12, 2012",Disclosed in Part: Partially Exempt,140
AG-2012-00925,General Records,Public,"A complete copy of the 911 call record relating to the incident that occurred on April 14, 2009 at King St. West and Widner St., Toronto.","May 14, 2012","June 13, 2012",All Disclosed,5
